"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",0.504870570174111,0.495747028964134,0.546989209644942,0.517655810818427,0,0.0419454984545744,0.0969747909816477,0.125073429339607,0.128152783744875
"2",0.504870570174111,0.495747028964134,0.528379031577033,0.509458098974131,0,0.0419454984545744,0.0969747909816477,0.10376704614997,0.109271963681464
"3",0.504870570174111,0.495747028964134,0.487947050954153,0.480907638813169,0,0.0419454984545744,0.0969747909816477,0.115330404710089,0.115340371332038
"4",0.504870570174111,0.495747028964134,0.308890891735962,0.300654789509067,0,0.0419454984545744,0.0969747909816477,0.078982892386945,0.082655007785157
"5",0.504870570174111,0.495747028964134,0.208388148940244,0.201400521755579,0,0.0419454984545744,0.0969747909816477,0.0419099369755232,0.0475948041506628
"6",0.504870570174111,0.495747028964134,0.16657951958138,0.155393123379079,0,0.0419454984545744,0.0969747909816477,0.0340003789337383,0.027662562063114
"7",0.504870570174111,0.495747028964134,0.158028724536278,0.148392585668815,0,0.0419454984545744,0.0969747909816477,0.0255040554231664,0.0281511296798618
"8",0.504870570174111,0.495747028964134,0.157118527214378,0.145646840812708,0,0.0419454984545744,0.0969747909816477,0.0247000887580891,0.0266644631014726
"9",0.504870570174111,0.495747028964134,0.156968992948279,0.1458286684205,0,0.0419454984545744,0.0969747909816477,0.0245837686590924,0.0288627576427251
"10",0.504870570174111,0.495747028964134,0.155673814295097,0.144569982779403,0,0.0419454984545744,0.0969747909816477,0.0242887136990212,0.0291685762867012
"11",0.504870570174111,0.495747028964134,0.155968553428841,0.143820166550723,0,0.0419454984545744,0.0969747909816477,0.024512185826741,0.0261024059428407
"12",0.504870570174111,0.495747028964134,0.156077718465544,0.14504671423816,0,0.0419454984545744,0.0969747909816477,0.023938701727858,0.0305761219613756
