"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",0.440531532339544,0.443266995122361,0.481799171966063,0.455545474993233,0,0.0418210111618924,0.0876560099591893,0.109144657012169,0.105820802322556
"2",0.440531532339544,0.443266995122361,0.452084908880676,0.447291846270674,0,0.0418210111618924,0.0876560099591893,0.0911524595441347,0.107460295101971
"3",0.440531532339544,0.443266995122361,0.420897760454608,0.420280975901763,0,0.0418210111618924,0.0876560099591893,0.105951610620531,0.104762477299209
"4",0.440531532339544,0.443266995122361,0.254826104729163,0.253289030824056,0,0.0418210111618924,0.0876560099591893,0.0654118172472409,0.0734310380852472
"5",0.440531532339544,0.443266995122361,0.170263263757409,0.169848535202736,0,0.0418210111618924,0.0876560099591893,0.0389506307837103,0.0481039789788701
"6",0.440531532339544,0.443266995122361,0.133245964753206,0.128008722786629,0,0.0418210111618924,0.0876560099591893,0.0289734285677154,0.0297493861092005
"7",0.440531532339544,0.443266995122361,0.126119353082853,0.12236254727571,0,0.0418210111618924,0.0876560099591893,0.0213752088303916,0.028608146041808
"8",0.440531532339544,0.443266995122361,0.126648921676461,0.118836374966515,0,0.0418210111618924,0.0876560099591893,0.0212197758406407,0.0272821973248316
"9",0.440531532339544,0.443266995122361,0.12524788975969,0.117566056734946,0,0.0418210111618924,0.0876560099591893,0.0218363789145609,0.0270056566205606
"10",0.440531532339544,0.443266995122361,0.123291259632012,0.116681400647554,0,0.0418210111618924,0.0876560099591893,0.0199458234672205,0.0259871869681878
"11",0.440531532339544,0.443266995122361,0.124090077663074,0.117327273252298,0,0.0418210111618924,0.0876560099591893,0.020447368104953,0.0250783295526513
"12",0.440531532339544,0.443266995122361,0.124125474444884,0.117547934947676,0,0.0418210111618924,0.0876560099591893,0.0206815296113345,0.0273739319800694
