"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",0.0327734029794489,0.0289251417064304,0.0327734029794489,0.0289251417064304,0.0333531289976932,0.0292083826743816,0,0.00371788921499371,0.00363839398773165,0.00371788921499371,0.00363839398773165,0.00414183113828263,0.00356020657889816
"2",0.0327734029794489,0.0289251417064304,0.0327734029794489,0.0289251417064304,0.0334345320835233,0.0292713389960573,0,0.00371788921499371,0.00363839398773165,0.00371788921499371,0.00363839398773165,0.00450212099637867,0.00356703678937894
"3",0.0327734029794489,0.0289251417064304,0.0327734029794489,0.0289251417064304,0.0334432722651112,0.0292855284238302,0,0.00371788921499371,0.00363839398773165,0.00371788921499371,0.00363839398773165,0.00425052755269604,0.00361260227797659
"4",0.0327734029794489,0.0289251417064304,0.0327734029794489,0.0289251417064304,0.0333828325944275,0.0292113190252651,0,0.00371788921499371,0.00363839398773165,0.00371788921499371,0.00363839398773165,0.00408585552395952,0.00366469211812572
"5",0.0327734029794489,0.0289251417064304,0.0327734029794489,0.0289251417064304,0.0333108018055315,0.0292899500273674,0,0.00371788921499371,0.00363839398773165,0.00371788921499371,0.00363839398773165,0.00366003693842748,0.00366219570838603
"6",0.0327734029794489,0.0289251417064304,0.0327734029794489,0.0289251417064304,0.0335537702001322,0.029434800059885,0,0.00371788921499371,0.00363839398773165,0.00371788921499371,0.00363839398773165,0.0039222043891524,0.00375926061592697
"7",0.0327734029794489,0.0289251417064304,0.0327734029794489,0.0289251417064304,0.0337719033159144,0.0294710772825157,0,0.00371788921499371,0.00363839398773165,0.00371788921499371,0.00363839398773165,0.00404388666088507,0.00374541161453854
"8",0.0327734029794489,0.0289251417064304,0.0327734029794489,0.0289251417064304,0.0334116673749382,0.0294868123953135,0,0.00371788921499371,0.00363839398773165,0.00371788921499371,0.00363839398773165,0.00380385064986124,0.00372513681652199
"9",0.0327734029794489,0.0289251417064304,0.0327734029794489,0.0289251417064304,0.033484701631921,0.0293292341654512,0,0.00371788921499371,0.00363839398773165,0.00371788921499371,0.00363839398773165,0.00383893824993337,0.00375906794181258
"10",0.0327734029794489,0.0289251417064304,0.0327734029794489,0.0289251417064304,0.0337433135224319,0.0293692574178199,0,0.00371788921499371,0.00363839398773165,0.00371788921499371,0.00363839398773165,0.00383881292554967,0.0035709103037272
"11",0.0327734029794489,0.0289251417064304,0.0327734029794489,0.0289251417064304,0.0335358635968568,0.0293229758948897,0,0.00371788921499371,0.00363839398773165,0.00371788921499371,0.00363839398773165,0.00366729287025551,0.00362262728533748
"12",0.0327734029794489,0.0289251417064304,0.0327734029794489,0.0289251417064304,0.0337141732069985,0.0294201329851028,0,0.00371788921499371,0.00363839398773165,0.00371788921499371,0.00363839398773165,0.00385096789903731,0.00372365794107907
