"","V1","V2","V3","V4"
"1",1.97109884770332,1.7788128295743,2.20004472979215,1.71168906505127
"2",1.94807321450385,1.72880580190489,2.4979797803375,1.53535347499377
"3",2.25618164966716,1.82437221298138,2.52416959538315,1.90907871044604
"4",2.10773551120593,1.79203792303986,2.08755059992461,1.84374493854886
"5",1.97012979452513,1.65751980260722,2.45346091111779,1.5943050268932
"6",2.05991011447613,2.0046594899561,2.20967124353247,1.67322582651509
"7",1.95530975100092,1.82441831007995,2.42227425018276,1.79139620249115
"8",2.72118699392597,2.52533864797929,2.75263249321679,1.996378129975
"9",2.39136442349125,1.91934170423399,2.62679256750203,1.81746361499576
"10",1.97678123931805,1.89438317949564,2.19137129993178,1.76792872147529
"11",1.95496822675302,1.83918735958478,2.97065919346559,1.71189950976285
"12",1.93378982902738,1.71195758043971,2.36503909733653,1.58990082016115
"13",2.38884095663444,2.09970199597054,2.69987950190145,1.96662359065399
"14",1.76642550565502,1.75813829786565,1.98795891816741,1.67861266822839
"15",2.04252746260398,1.74599384117847,2.40881836618409,1.4788312175303
"16",2.1024374357,1.971446901914,2.39983913315985,1.81963011537983
"17",1.93034632310326,1.61003698825033,2.06687881329373,1.48413328978109
"18",2.00174412173952,1.84244458706901,2.44669117921247,1.62904870177515
"19",1.92431872959501,1.91147142056972,2.28143143569712,1.66849652418717
"20",2.060008627346,1.82116115833649,2.50388651393519,1.97882895337741
"21",2.06300289553494,1.93646599985535,2.81998901046416,1.99127574543813
"22",2.09452872754437,2.12098655943835,2.5009893156971,1.83605944657693
"23",1.9168948838041,1.92188111101762,2.37864437786585,1.83991889602397
"24",2.03676623078648,1.78442143094373,2.53265031055849,1.85729826232742
"25",2.13920043237393,2.04968562356807,2.44046422597111,1.92650219820367
"26",2.20244116212089,1.77429394311351,2.35588231907965,2.0201143822639
"27",2.02241605548876,1.76799623219186,2.28245511138712,2.13016068634729
"28",2.16739659432026,1.91713180008823,2.48112706763178,1.85486800022665
"29",2.19257764281933,1.68600169337815,2.44832586298621,1.72637773981611
"30",2.14403477876042,2.02512323477677,2.68697730130192,2.11071813670228
"31",1.99440122542903,1.79095733376441,2.18850160391587,1.49369031563443
"32",2.37175883845474,2.10571315507325,2.55267747614522,1.97826311523124
"33",2.53765587926371,1.94491245115398,2.80907386435735,1.89637799642236
"34",1.9684542243483,1.9235917490764,2.50616196290729,1.69256376351714
"35",1.90227010920186,1.69766019050561,2.08802210445461,1.43985879241544
"36",1.75833958394214,1.73435365877883,2.50633766126189,1.54220620150184
"37",2.25396872982995,1.72720224420772,2.57178907099672,1.48562620891124
"38",2.04409711358299,1.66707232286624,2.32487366414113,1.71369353728965
"39",1.87963749795756,1.75767229044016,2.67402041910272,1.7583818457766
"40",2.29165677325204,1.90997151139705,2.71702225920322,2.2491040697841
"41",2.2966199394867,1.72696758747969,2.47681881534665,1.76033172762843
"42",2.28032846122045,1.8879715512565,2.36586568121423,1.87041632050808
"43",2.22412529422683,1.97647368741024,2.33799274763283,2.12698918283709
"44",1.97568723251267,1.5982211521043,2.21539696805918,1.8503253497579
"45",1.87516910424982,2.46876711861526,2.35625061035761,1.714816133496
"46",2.00838476689662,1.86621367095798,2.57573130545478,1.5956338173646
"47",1.90902150701647,1.78868826669846,2.77518148894928,1.85161027429624
"48",2.90216513255194,2.33042030115547,2.79933336161075,2.19512130438173
"49",2.12657250198171,1.98988888420845,2.43444532622765,1.83964176147467
"50",1.88761566577668,1.84658790895987,2.38973732070897,1.53716279070538
"51",2.03755550182704,1.87881834501838,2.42626910529173,1.79662296422744
"52",1.86009661514607,1.9599434157834,2.28772442957089,1.67507080966805
"53",1.84814773583061,1.78307141622566,2.46222216789649,1.62234156281501
"54",2.77099838988033,2.12855110759445,2.6706129559936,2.40658980833509
"55",2.07376085171518,2.0613011313144,2.69001622269396,1.81192435833623
"56",2.0220690455871,1.6855131568825,2.37990289718065,1.67068860198435
"57",1.79636478862158,1.70342765817997,2.43322415188328,1.45898346983162
"58",1.85741062610218,1.90246175463819,2.52584083301099,1.74961517090886
"59",1.87478724365657,2.12732707322645,2.30225538298165,1.85711440844344
"60",2.0240513143912,1.85492224689153,2.46956536427381,1.65384553333407
"61",2.04670839010582,2.08318085398692,3.07454710362021,1.99309076844346
"62",2.01265134014726,1.95701415835106,2.65488858121901,1.77504014029462
"63",1.88802440507982,1.85528702215872,2.32603749817789,1.71835907930585
"64",2.01459003841391,1.53549582831975,2.24554132630682,1.46780418155949
"65",2.65348869933149,1.70389397616876,2.79332573308786,1.43840737330005
"66",2.49269241981877,1.96461270184679,2.79930460129708,1.85274555430978
"67",1.91590666938413,1.76896393672856,2.32566499122679,1.61294956423958
"68",2.09659287398789,1.96107598793357,3.24467501767593,2.04063799228264
"69",2.00109919941073,1.91142107535907,2.25600831792593,1.54926983319511
"70",1.89279566062842,1.89400106418545,2.90787967966301,1.87849492272619
"71",1.95081494216575,2.14688260110272,2.40286688727569,2.01451631792021
"72",2.25091351071361,1.94352463624853,2.3196263221109,1.83351503474246
"73",2.85963986171746,2.08728774645487,2.86739115413813,2.02031691015312
"74",2.05804969598681,2.06890450267367,2.81000229654966,2.18972278605102
"75",2.9277976805025,2.14821394775859,2.79451120761809,2.00798218889514
"76",2.21519141633795,1.96330507805502,3.18286399264955,2.11644549322262
"77",2.18963015156843,1.83170235123895,2.07205998946611,1.55271537411269
"78",2.14514690685724,2.05041387183403,2.55340374552797,1.94980282313461
"79",1.9996176471131,1.67284914757745,2.72067623010336,1.89664837636774
"80",2.00453699336968,1.70793964318866,2.3319750019248,1.62637699692212
"81",1.82734362691459,1.72258624736211,2.6232394423961,1.63842197434402
"82",2.12298400480107,1.8991533532843,2.32552303561528,1.8352272989539
"83",2.4990605548961,1.81848573568546,2.54618420899857,1.7634604902569
"84",2.04767198604908,1.71675258842073,2.5447915805124,1.63190967197217
"85",2.02442945060048,2.61915114385978,2.64351389087782,2.08824386842453
"86",1.96571409569904,1.70665348021184,2.95058608323289,1.89771886211888
"87",2.20201627249229,1.93035508255533,3.19442982660097,2.12654048625965
"88",2.16009112853288,1.98354499372939,2.5109723070157,2.07672075297816
"89",2.56269245941785,2.00268681809936,2.4482769193853,1.79594671666973
"90",2.14363746533348,1.9576764677805,2.81676013206366,1.56750200163052
"91",2.22602444083817,1.86720200747146,2.51026646347056,1.87905300037227
"92",2.05008190554197,1.87836147343445,2.39474447562583,1.73490555788219
"93",2.06065612078269,1.78496574903071,2.09804514995041,1.55815466218683
"94",1.96044847518321,1.80162723449403,2.83872075003367,2.17553313703942
"95",3.03172196111791,2.21605172167885,3.07724693496623,2.25681845470931
"96",2.27736358193451,2.00292958429927,2.93193421124352,2.41412580698034
"97",1.89421625544617,1.77376009766923,2.44099949579213,1.80112718651007
"98",2.19207415580914,2.01755372988911,2.79403033145438,2.12283077589294
"99",2.49564494628749,2.56758196208435,3.15156827383173,2.13372025127107
"100",2.23369579215221,1.66165177806959,2.43212513940742,1.5170707912259
