"","V1","V2","V3","V4"
"1",6.94461160588446,6.17650973426008,10.1750491685123,5.76702381790164
"2",7.29465634664479,5.59429942874334,11.5230750017715,4.87358701682601
"3",7.88860210549026,6.65392117322428,10.2130592734169,5.45586680839316
"4",6.96065128185573,5.95598706171844,8.62472535835633,5.68361045653864
"5",7.55471494760996,6.42413393756255,11.5683353318659,5.89693186447367
"6",7.58653796536304,7.4829885138603,10.9186772535771,6.68796885565294
"7",7.74068943294164,6.99374138196727,11.3548500955682,6.84758176147355
"8",7.78498600519293,7.17408302017778,12.1620170127278,7.29211551667459
"9",8.53876806445656,5.70326614903193,11.2954817082257,5.49982062086934
"10",7.61249717692649,5.77315792393782,10.8817395942271,5.36889527892747
"11",7.08760727605573,6.37963256395704,14.0450650456776,5.85737712103732
"12",7.49017332178783,6.24321087006008,9.98045458585853,6.10791426075632
"13",9.56205680553925,6.22461651575683,12.8183627531753,5.49301250748204
"14",8.65208857519528,5.6260097615088,10.1643901674941,4.82582310843339
"15",6.73727443432184,6.14531950057843,11.7343170913305,5.44819874869023
"16",10.120866435049,6.70079462942862,10.1553329087353,6.80995434711389
"17",6.93893626514518,5.87527259838414,10.4073803771848,5.61154917845333
"18",7.45759982628326,5.9219226881394,10.0552007857369,4.99992934380853
"19",6.16687493262001,6.00911784677893,9.9155483069648,5.59117551699657
"20",10.2449002807801,6.08498383249852,11.1512984462708,6.54820226225887
"21",7.25889843632923,6.05502942223725,13.2547783038681,6.05756639874572
"22",6.92277941375839,5.98263305768651,10.9981414048338,5.77825962102053
"23",7.56435332890292,7.7375941805589,13.5288889249096,7.96463996441235
"24",7.84578707441922,7.07519733173328,12.4438478499024,7.5697947134555
"25",8.18375248969102,7.21828230005474,13.5987932213383,7.90419332800266
"26",8.92621350768056,6.29395611301072,12.7808606923796,6.8285906984279
"27",7.25516394848188,6.33000486576687,9.11911890797879,6.82801119000736
"28",7.75201077173205,7.0129381150141,12.4663714804066,6.93998234815735
"29",7.1512229501442,6.44028742484759,8.08517370734432,6.00935517992979
"30",7.09915198081572,6.08251187791242,10.5845857853185,5.82027556806841
"31",7.62204197010482,7.35761486568194,9.79794506941346,7.41105399103252
"32",6.50098696839942,5.9538199035374,11.436975609255,5.53652684209888
"33",7.08817286549008,5.98074042926244,11.2759593116676,5.86597178151908
"34",7.33064139401514,5.73492434420847,11.2433885182708,5.4539017949852
"35",9.91412456534885,6.78144237595411,11.6438586414841,6.08414561143933
"36",7.30451183297739,5.95657188311251,11.7015804777185,5.67172039667712
"37",9.2057117838068,6.60032799032208,10.3422671993197,5.89625810569908
"38",7.98873908463104,6.50318602538323,11.0629522877408,6.30315466606828
