"","V1","V2","V3","V4"
"1",0.0132373124459168,0.0106887268973731,0.0530437767912242,0.00958497083012856
"2",0.0111748864556506,0.0116352648026735,0.0611439118909138,0.0145427080900006
"3",0.0137730864521864,0.00958257553573957,0.0522008235079349,0.00957639544640706
"4",0.0118384103138005,0.0131706278815854,0.0592631273351964,0.00952237042572777
"5",0.0155674309246594,0.0136011968198939,0.126244804519924,0.0399532187326056
"6",0.0137705418422763,0.0123061691362656,0.0543311190778603,0.010687685397163
"7",0.0130820203132764,0.012341900784132,0.0543757891901098,0.0118078368997477
"8",0.0183125008482758,0.0136479009281848,0.0512283579438036,0.0157845271504371
"9",0.0151490664994935,0.0120111151919358,0.0534610846380708,0.00774363248925199
"10",0.0125660607007448,0.0122338143257479,0.07618874790469,0.0115526868166578
"11",0.0152707268805292,0.0131109131146237,0.0396433544429085,0.0104203337802675
"12",0.0166411601906743,0.0119817379472578,0.154119981887219,0.0629347115162992
"13",0.0149535700354686,0.0123374516537033,0.0593897649620881,0.0101652855733351
"14",0.0169524960462515,0.0113386624636795,0.0563834882370057,0.0135804964298219
"15",0.0137536360068757,0.0125745670893934,0.0489147643136297,0.00972516901558469
"16",0.0135794673165964,0.0110828955048264,0.036413725409231,0.00899497564682969
"17",0.0129164951483334,0.0102492103786387,0.0971712372503418,0.010557850217071
"18",0.0171019111871123,0.0104179591227055,0.0822593435157113,0.0171525412199925
"19",0.0114707255445658,0.0113786282962837,0.0698891488202205,0.0146568339929821
"20",0.0174668355692809,0.0122619957521624,0.0826862220306495,0.0103286555830985
"21",0.0127923885667208,0.0158461055147644,0.0663656983826209,0.0276679454910391
"22",0.0115207594884746,0.0112603523096303,0.0617374742616304,0.0157579661870656
"23",0.014048323339977,0.0122142974306358,0.0516925996943386,0.0120218641880385
"24",0.0129626013641805,0.011959309263995,0.0393186949038456,0.0141469744826384
"25",0.0135766429816407,0.0137506749151772,0.0866549459508445,0.0110744890766359
"26",0.0157032976815226,0.0120764817589932,0.0655302178107686,0.0135774323050512
"27",0.0197454063253088,0.0141272110746072,0.083728985815435,0.0306261471579233
"28",0.0148615274185764,0.0144249300657465,0.0728193939898699,0.0170166087588822
"29",0.0279536533655996,0.0128133379311356,0.039693351577178,0.0101392337692591
"30",0.0121899817589342,0.0136725550461307,0.0450139432387199,0.0122841628864863
"31",0.0124928628032382,0.0102594267608203,0.0369420951876864,0.0111739626648286
"32",0.0130086652672401,0.012841363625642,0.167777483920693,0.0325957846927884
"33",0.023106099200146,0.0110695602039777,0.075822306283211,0.0106567445189833
"34",0.0144277383647297,0.0105416583337685,0.0392582795615921,0.0094639994716488
"35",0.0406828962425082,0.0133287110730439,0.0605044985597183,0.0154534572956557
"36",0.0338258991837584,0.0122149306709631,0.059438805516471,0.0108212634485859
"37",0.0160068203043501,0.0115215940521257,0.113477783136983,0.0287966347087703
"38",0.0116938229740353,0.0122177748351067,0.0420114720870687,0.0108365969448108
"39",0.0152345851168753,0.0115179304061264,0.071228481228394,0.0109554801721341
"40",0.0186608478195378,0.0113726873772077,0.0542253807517676,0.010431871332567
"41",0.0139962267932992,0.0105428787766951,0.046031461543555,0.00986478559344115
"42",0.0142877121110826,0.0117174353553776,0.0411425848613971,0.0101925835253971
"43",0.0204574882936432,0.0140672499836994,0.0649768236166613,0.0147116833085801
"44",0.011845136653922,0.0114269147408504,0.103569907513154,0.011025230804927
"45",0.0158253587213263,0.0133731738940685,0.0584129224442596,0.00886710902163216
"46",0.0131899723323408,0.0128849829726113,0.0512559335509,0.0118648386976067
"47",0.0126167031171535,0.00996160509782454,0.036056387870467,0.00935711884950854
"48",0.0106834925971734,0.00928874246183861,0.0849294816051124,0.0117962784354749
"49",0.0326338716054682,0.0133200921626512,0.0625884894646637,0.0228843205264417
"50",0.0220273359745902,0.0112331420469997,0.0692775445549148,0.00982634628118341
"51",0.0109510028771272,0.00978568433715137,0.0805355101582769,0.014286420217139
"52",0.0155966458625563,0.0118561135094544,0.0502046358139851,0.0116685525819044
"53",0.0127309092053719,0.00981499806789753,0.0434262025558262,0.00819830420860327
"54",0.0263318825856181,0.0164861971418102,0.104931432091322,0.0196111210282756
"55",0.0312855464158934,0.0121299410810828,0.0512317302575173,0.0115718643652304
"56",0.011614011096907,0.0105193172943929,0.0505355265741701,0.0115128845005017
"57",0.0114990733585271,0.0109264389560213,0.0451044691927052,0.0100997878314658
"58",0.021952685857671,0.0157583705409814,0.072668620732347,0.0169674582933489
"59",0.0139771977322324,0.0113347171745691,0.0499051017526126,0.0103577265242812
"60",0.0142041426485048,0.0130554611032424,0.057261117259317,0.0122640868876337
"61",0.0125877948641243,0.0113630308958375,0.0574981150793143,0.00895804422601532
"62",0.0123540870328233,0.011397319081568,0.0471858365468867,0.0168758525170042
